,PCA1,PCA2,predicted_clusters,title,authors,thumbnail
799,-0.1856152615078983,-1.2356286586784055,0,Lentil,Robert McCloskey,http://books.google.com/books/content?id=ZVqH94OVeWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
800,0.05378107085481593,0.2088152789538083,0,Christmas in Noisy Village,Astrid Lindgren;Ilon Wikland,http://books.google.com/books/content?id=blqrNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
801,-0.8244928876112492,-1.2831320046442685,0,The Giraffe and the Pelly and Me,Roald Dahl;Quentin Blake,http://books.google.com/books/content?id=J7FdIAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
802,-0.23971552777593957,-0.04751894113861513,0,Wuthering Heights,Emily Brontë,http://books.google.com/books/content?id=bK-LRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
803,-0.3504097350081171,0.6591243008150082,0,Pride and Prejudice,Jane Austen,http://books.google.com/books/content?id=xdySuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
804,0.01560657543349279,0.5351732184680936,0,Far from the Madding Crowd,Thomas Hardy,http://books.google.com/books/content?id=6K8FZuDtHkUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
805,-0.09594761976721917,0.05665235505241324,0,Dracula,Bram Stoker,http://books.google.com/books/content?id=0fbAkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
806,-0.3199233026831855,-0.6252230959073156,0,The Railway Children,E. Nesbit,http://books.google.com/books/content?id=fFesdqFejqoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
807,-0.19053154412030782,-0.21396799632744345,0,The Sonnets,William Shakespeare,http://books.google.com/books/content?id=eGpP36O6JskC&printsec=frontcover&img=1&zoom=1&source=gbs_api
808,-0.3530585276879868,-0.3053845243251371,0,Hamlet,William Shakespeare,http://books.google.com/books/content?id=4RbYuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
809,-0.6814924720839389,-0.22428084056069178,0,A Midsummer Night's Dream,William Shakespeare,http://books.google.com/books/content?id=P0CehDJM6c4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
810,-1.2452839127824153,-0.41064440476793346,0,Critical Studies,Kathleen Parkinson,http://books.google.com/books/content?id=_69cqaa7pnsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
